regime,seed,snapshot_t,u,v,weight
stationary,102,7,0,3,0.0
stationary,102,7,0,4,0.0
stationary,102,7,1,2,0.5058817018547245
stationary,102,7,1,3,0.5073893126857697
stationary,102,7,1,4,0.0
stationary,102,7,2,3,0.5272290229992804
stationary,102,7,2,4,0.48074274278200635
stationary,102,7,3,4,0.3615618230516569
stationary,102,8,0,1,0.3100485105087172
stationary,102,8,0,2,0.49989670488475696
stationary,102,8,0,3,0.0
stationary,102,8,0,4,0.0
stationary,102,8,1,2,0.5058817018547245
stationary,102,8,1,3,0.5073893126857697
stationary,102,8,1,4,0.0
stationary,102,8,2,3,0.5272290229992804
stationary,102,8,2,4,0.48074274278200635
stationary,102,8,3,4,0.3615618230516569
stationary,102,9,0,1,0.3100485105087172
stationary,102,9,0,2,0.49989670488475696
stationary,102,9,0,3,0.0
stationary,102,9,0,4,0.0
stationary,102,9,1,2,0.5058817018547245
stationary,102,9,1,3,0.5073893126857697
stationary,102,9,1,4,0.0
stationary,102,9,2,3,0.5272290229992804
stationary,102,9,2,4,0.48074274278200635
stationary,102,9,3,4,0.3615618230516569
stationary,102,10,0,1,0.3100485105087172
stationary,102,10,0,2,0.49989670488475696
stationary,102,10,0,3,0.0
stationary,102,10,0,4,0.0
stationary,102,10,1,2,0.5058817018547245
stationary,102,10,1,3,0.5073893126857697
stationary,102,10,1,4,0.0
stationary,102,10,2,3,0.5272290229992804
stationary,102,10,2,4,0.48074274278200635
stationary,102,10,3,4,0.3615618230516569
stationary,102,11,0,1,0.3100485105087172
stationary,102,11,0,2,0.49989670488475696
stationary,102,11,0,3,0.0
stationary,102,11,0,4,0.0
stationary,102,11,1,2,0.5058817018547245
stationary,102,11,1,3,0.5073893126857697
stationary,102,11,1,4,0.0
stationary,102,11,2,3,0.5272290229992804
stationary,102,11,2,4,0.48074274278200635
stationary,102,11,3,4,0.3615618230516569
gradual,201,0,0,1,0.3100485105087172
gradual,201,0,0,2,0.49989670488475696
gradual,201,0,0,3,0.0
gradual,201,0,0,4,0.0
gradual,201,0,1,2,0.5058817018547245
gradual,201,0,1,3,0.5073893126857697
gradual,201,0,1,4,0.0
gradual,201,0,2,3,0.5272290229992804
gradual,201,0,2,4,0.48074274278200635
gradual,201,0,3,4,0.3615618230516569
gradual,201,1,0,1,0.3353061086120613
gradual,201,1,0,2,0.5223296634745302
gradual,201,1,0,3,0.0
gradual,201,1,0,4,0.0
gradual,201,1,1,2,0.38275216052981864
gradual,201,1,1,3,0.4300229443445096
gradual,201,1,1,4,0.0
gradual,201,1,2,3,0.5632439224795469
gradual,201,1,2,4,0.519816671050591
gradual,201,1,3,4,0.3219061921154355
gradual,201,2,0,1,0.28101380291750666
gradual,201,2,0,2,0.5243677331616378
gradual,201,2,0,3,0.0
gradual,201,2,0,4,0.0
gradual,201,2,1,2,0.37951454615446534
gradual,201,2,1,3,0.32960352626566436
gradual,201,2,1,4,0.0
gradual,201,2,2,3,0.450302864414511
gradual,201,2,2,4,0.5701392091878841
gradual,201,2,3,4,0.3191755440025098
gradual,201,3,0,1,0.271046650762915
gradual,201,3,0,2,0.5728437576841208
gradual,201,3,0,3,0.0
gradual,201,3,0,4,0.2648431203466759
gradual,201,3,1,2,0.43440739290645103
gradual,201,3,1,3,0.3251919620907253
gradual,201,3,1,4,0.0
gradual,201,3,2,3,0.4938701534150274
gradual,201,3,2,4,0.5046571172754927
gradual,201,3,3,4,0.33444544055584013
gradual,201,4,0,1,0.0
gradual,201,4,0,2,0.514935989620602
gradual,201,4,0,3,0.0
gradual,201,4,0,4,0.32766480572495965
gradual,201,4,1,2,0.42494469698583714
gradual,201,4,1,3,0.46424179480710326
gradual,201,4,1,4,0.0
gradual,201,4,2,3,0.6442911174847561
gradual,201,4,2,4,0.5249383930930067
gradual,201,4,3,4,0.2938712875707888
gradual,201,5,0,1,0.4104984157595438
gradual,201,5,0,2,0.6386503196095463
gradual,201,5,0,3,0.0
gradual,201,5,0,4,0.40623111635557607
gradual,201,5,1,2,0.45890109639187415
gradual,201,5,1,3,0.4640641977256138
gradual,201,5,1,4,0.0
gradual,201,5,2,3,0.5573235505671008
gradual,201,5,2,4,0.6147792691232205
gradual,201,5,3,4,0.3180225019898981
gradual,201,6,0,1,0.3205513272690107
gradual,201,6,0,2,0.4901397195069588
gradual,201,6,0,3,0.0
gradual,201,6,0,4,0.2969806403698555
gradual,201,6,1,2,0.43555901257331153
gradual,201,6,1,3,0.43626734043484927
gradual,201,6,1,4,0.0
gradual,201,6,2,3,0.6328116318754149
gradual,201,6,2,4,0.5693925706496837
gradual,201,6,3,4,0.3284118402503413
gradual,201,7,0,1,0.38297009426206646
gradual,201,7,0,2,0.5539359635424312
gradual,201,7,0,3,0.27467620218640665
gradual,201,7,0,4,0.32786237223768994
gradual,201,7,1,2,0.45483363865546955
gradual,201,7,1,3,0.5683156247567132
gradual,201,7,1,4,0.0
gradual,201,7,2,3,0.6419207674843699
gradual,201,7,2,4,0.5946449616497274
gradual,201,7,3,4,0.31548092108426734
gradual,201,8,0,1,0.3300214972436727
gradual,201,8,0,2,0.5193684632465242
gradual,201,8,0,3,0.0
gradual,201,8,0,4,0.37221401345177507
gradual,201,8,1,2,0.5250181740570142
gradual,201,8,1,3,0.5855609968262708
gradual,201,8,1,4,0.0
gradual,201,8,2,3,0.6162230449377535
gradual,201,8,2,4,0.5480319767275592
gradual,201,8,3,4,0.0
gradual,201,9,0,1,0.3846885190658902
gradual,201,9,0,2,0.5266467117196252
gradual,201,9,0,3,0.0
gradual,201,9,0,4,0.40308228128910284
gradual,201,9,1,2,0.5185718828957155
gradual,201,9,1,3,0.5342505546354137
gradual,201,9,1,4,0.0
gradual,201,9,2,3,0.6542006505743655
gradual,201,9,2,4,0.5923651001420158
gradual,201,9,3,4,0.32053942365967825
gradual,201,10,0,1,0.5030663497693751
gradual,201,10,0,2,0.6116102196539641
gradual,201,10,0,3,0.29836359237451643
gradual,201,10,0,4,0.4477362230310127
gradual,201,10,1,2,0.6279482762738577
gradual,201,10,1,3,0.5143795626542557
gradual,201,10,1,4,0.0
gradual,201,10,2,3,0.6846449984663827
gradual,201,10,2,4,0.5958454857626938
gradual,201,10,3,4,0.44351696303996685
gradual,201,11,0,1,0.5808430348406498
gradual,201,11,0,2,0.6553293954012722
gradual,201,11,0,3,0.26799546994632806
gradual,201,11,0,4,0.3810584972117093
gradual,201,11,1,2,0.6157630765576109
gradual,201,11,1,3,0.401661345583909
gradual,201,11,1,4,0.0
gradual,201,11,2,3,0.6105473112504127
gradual,201,11,2,4,0.5972269848529954
gradual,201,11,3,4,0.5058716924523563
gradual,202,0,0,1,0.3100485105087172
gradual,202,0,0,2,0.49989670488475696
gradual,202,0,0,3,0.0
gradual,202,0,0,4,0.0
gradual,202,0,1,2,0.5058817018547245
gradual,202,0,1,3,0.5073893126857697
gradual,202,0,1,4,0.0
gradual,202,0,2,3,0.5272290229992804
gradual,202,0,2,4,0.48074274278200635
gradual,202,0,3,4,0.3615618230516569
gradual,202,1,0,1,0.35113939864064003
gradual,202,1,0,2,0.6477116139976475
gradual,202,1,0,3,0.0
gradual,202,1,0,4,0.0
gradual,202,1,1,2,0.43680110464264454
gradual,202,1,1,3,0.42262259084119247
gradual,202,1,1,4,0.0
gradual,202,1,2,3,0.449592762458887
gradual,202,1,2,4,0.4060107317448606
gradual,202,1,3,4,0.40059963346432675
gradual,202,2,0,1,0.2899478259709468
gradual,202,2,0,2,0.5876262028732229
gradual,202,2,0,3,0.0
gradual,202,2,0,4,0.0
gradual,202,2,1,2,0.3453440084149024
gradual,202,2,1,3,0.44847356128094895
gradual,202,2,1,4,0.0
gradual,202,2,2,3,0.43192703598697446
gradual,202,2,2,4,0.42047823303274434
gradual,202,2,3,4,0.3746852853963333
gradual,202,3,0,1,0.0
gradual,202,3,0,2,0.649444983924685
gradual,202,3,0,3,0.0
gradual,202,3,0,4,0.0
gradual,202,3,1,2,0.3045170741703427
gradual,202,3,1,3,0.5187068748091292
gradual,202,3,1,4,0.0
gradual,202,3,2,3,0.3826072332762342
gradual,202,3,2,4,0.40537286260724903
gradual,202,3,3,4,0.3340322108300568
gradual,202,4,0,1,0.0
gradual,202,4,0,2,0.7223082472095483
gradual,202,4,0,3,0.0
gradual,202,4,0,4,0.0
gradual,202,4,1,2,0.0
gradual,202,4,1,3,0.5406808069758886
gradual,202,4,1,4,0.0
gradual,202,4,2,3,0.37453673178064173
gradual,202,4,2,4,0.0
gradual,202,4,3,4,0.3074731867845013
gradual,202,5,0,1,0.0
gradual,202,5,0,2,0.7467398005006017
gradual,202,5,0,3,0.0
gradual,202,5,0,4,0.0
gradual,202,5,1,2,0.0
gradual,202,5,1,3,0.60029254037681
gradual,202,5,1,4,0.0
gradual,202,5,2,3,0.3989610883884426
gradual,202,5,2,4,0.0
gradual,202,5,3,4,0.0
gradual,202,6,0,1,0.0
gradual,202,6,0,2,0.7249286250763147
gradual,202,6,0,3,0.0
gradual,202,6,0,4,0.0
gradual,202,6,1,2,0.0
gradual,202,6,1,3,0.5284340484080443
gradual,202,6,1,4,0.0
gradual,202,6,2,3,0.43263563264456606
gradual,202,6,2,4,0.0
gradual,202,6,3,4,0.2701616471350806
gradual,202,7,0,1,0.0
gradual,202,7,0,2,0.6371620129572932
gradual,202,7,0,3,0.0
gradual,202,7,0,4,0.0
gradual,202,7,1,2,0.0
gradual,202,7,1,3,0.5330262214313924
gradual,202,7,1,4,0.0
gradual,202,7,2,3,0.4063802891623402
gradual,202,7,2,4,0.0
gradual,202,7,3,4,0.34311103929618325
gradual,202,8,0,1,0.0
gradual,202,8,0,2,0.6750063565538195
gradual,202,8,0,3,0.0
gradual,202,8,0,4,0.0
gradual,202,8,1,2,0.0
gradual,202,8,1,3,0.5934014717331378
gradual,202,8,1,4,0.0
gradual,202,8,2,3,0.41349310433517317
gradual,202,8,2,4,0.0
gradual,202,8,3,4,0.2773006880416171
gradual,202,9,0,1,0.0
gradual,202,9,0,2,0.629996936846484
gradual,202,9,0,3,0.0
gradual,202,9,0,4,0.0
gradual,202,9,1,2,0.0
gradual,202,9,1,3,0.5815732781573759
gradual,202,9,1,4,0.0
gradual,202,9,2,3,0.3869997374292361
gradual,202,9,2,4,0.0
gradual,202,9,3,4,0.2716108439679813
gradual,202,10,0,1,0.0
gradual,202,10,0,2,0.6690239541216992
gradual,202,10,0,3,0.0
gradual,202,10,0,4,0.0
gradual,202,10,1,2,0.0
gradual,202,10,1,3,0.47824765366539035
gradual,202,10,1,4,0.0
gradual,202,10,2,3,0.3510298301304505
gradual,202,10,2,4,0.0
gradual,202,10,3,4,0.3833258984103689
gradual,202,11,0,1,0.0
gradual,202,11,0,2,0.6753726558460929
gradual,202,11,0,3,0.0
gradual,202,11,0,4,0.0
gradual,202,11,1,2,0.0
gradual,202,11,1,3,0.5520033379077764
gradual,202,11,1,4,0.0
gradual,202,11,2,3,0.31302527006436687
gradual,202,11,2,4,0.0
gradual,202,11,3,4,0.30137417936274946
gradual,203,0,0,1,0.3100485105087172
gradual,203,0,0,2,0.49989670488475696
gradual,203,0,0,3,0.0
gradual,203,0,0,4,0.0
gradual,203,0,1,2,0.5058817018547245
gradual,203,0,1,3,0.5073893126857697
gradual,203,0,1,4,0.0
gradual,203,0,2,3,0.5272290229992804
gradual,203,0,2,4,0.48074274278200635
gradual,203,0,3,4,0.3615618230516569
gradual,203,1,0,1,0.3626368976039083
gradual,203,1,0,2,0.5526756459217358
gradual,203,1,0,3,0.0
gradual,203,1,0,4,0.0
gradual,203,1,1,2,0.5130849791913241
gradual,203,1,1,3,0.506417085721981
gradual,203,1,1,4,0.0
gradual,203,1,2,3,0.37983266898713236
gradual,203,1,2,4,0.5074855297114846
gradual,203,1,3,4,0.3533206103499976
gradual,203,2,0,1,0.4711682074054677
gradual,203,2,0,2,0.5861740506877855
gradual,203,2,0,3,0.0
gradual,203,2,0,4,0.0
gradual,203,2,1,2,0.4664777897371305
gradual,203,2,1,3,0.33052956180416493
gradual,203,2,1,4,0.0
gradual,203,2,2,3,0.0
gradual,203,2,2,4,0.41902490694720096
gradual,203,2,3,4,0.3627295497169791
gradual,203,3,0,1,0.458910367142892
gradual,203,3,0,2,0.6801987871234589
gradual,203,3,0,3,0.0
gradual,203,3,0,4,0.0
gradual,203,3,1,2,0.40974939413823563
gradual,203,3,1,3,0.0
gradual,203,3,1,4,0.0
gradual,203,3,2,3,0.0
gradual,203,3,2,4,0.3964540145201595
gradual,203,3,3,4,0.0
gradual,203,4,0,1,0.4318344980265857
gradual,203,4,0,2,0.6278870675166084
gradual,203,4,0,3,0.0
gradual,203,4,0,4,0.0
gradual,203,4,1,2,0.34101118457479995
gradual,203,4,1,3,0.0
gradual,203,4,1,4,0.0
gradual,203,4,2,3,0.0
gradual,203,4,2,4,0.34973237954918857
gradual,203,4,3,4,0.0
gradual,203,5,0,1,0.5113458948316467
gradual,203,5,0,2,0.6122701225494613
gradual,203,5,0,3,0.0
gradual,203,5,0,4,0.0
gradual,203,5,1,2,0.3732471277169339
gradual,203,5,1,3,0.0
gradual,203,5,1,4,0.0
gradual,203,5,2,3,0.0
gradual,203,5,2,4,0.37187695395956366
gradual,203,5,3,4,0.26878255312475297
gradual,203,6,0,1,0.47818034131860876
gradual,203,6,0,2,0.6268582845809225
gradual,203,6,0,3,0.0
gradual,203,6,0,4,0.0
gradual,203,6,1,2,0.3983572605853744
gradual,203,6,1,3,0.2665298724379483
gradual,203,6,1,4,0.0
gradual,203,6,2,3,0.0
gradual,203,6,2,4,0.3729487471448027
gradual,203,6,3,4,0.28102267192713315
gradual,203,7,0,1,0.557624856523998
gradual,203,7,0,2,0.6551697667720044
gradual,203,7,0,3,0.0
gradual,203,7,0,4,0.0
gradual,203,7,1,2,0.4138153916823254
gradual,203,7,1,3,0.2958810416372455
gradual,203,7,1,4,0.0
gradual,203,7,2,3,0.0
gradual,203,7,2,4,0.27081979648080345
gradual,203,7,3,4,0.0
gradual,203,8,0,1,0.5176022022768968
gradual,203,8,0,2,0.6546068327198686
gradual,203,8,0,3,0.0
gradual,203,8,0,4,0.0
gradual,203,8,1,2,0.3376603139272431
gradual,203,8,1,3,0.34184196223358426
gradual,203,8,1,4,0.0
gradual,203,8,2,3,0.334218518622537
gradual,203,8,2,4,0.308385550886127
gradual,203,8,3,4,0.2892160122452752
gradual,203,9,0,1,0.5602462357104676
gradual,203,9,0,2,0.619016142039777
gradual,203,9,0,3,0.0
gradual,203,9,0,4,0.0
gradual,203,9,1,2,0.43374500809984884
gradual,203,9,1,3,0.3834777995065921
gradual,203,9,1,4,0.0
gradual,203,9,2,3,0.42450544880821517
gradual,203,9,2,4,0.25586763778383814
gradual,203,9,3,4,0.30101556712098015
gradual,203,10,0,1,0.47291912980754364
gradual,203,10,0,2,0.6666144317633962
gradual,203,10,0,3,0.0
gradual,203,10,0,4,0.0
gradual,203,10,1,2,0.3885847713497216
gradual,203,10,1,3,0.38895267411256274
gradual,203,10,1,4,0.0
gradual,203,10,2,3,0.374192608305513
gradual,203,10,2,4,0.0
gradual,203,10,3,4,0.2868387829616048
gradual,203,11,0,1,0.4736317502593558
gradual,203,11,0,2,0.6790090367388671
gradual,203,11,0,3,0.0
gradual,203,11,0,4,0.0
gradual,203,11,1,2,0.28486308946243444
gradual,203,11,1,3,0.32191973220226466
gradual,203,11,1,4,0.0
gradual,203,11,2,3,0.30427024510451384
gradual,203,11,2,4,0.0
gradual,203,11,3,4,0.31064536981121643
gradual,204,0,0,1,0.3100485105087172
gradual,204,0,0,2,0.49989670488475696
gradual,204,0,0,3,0.0
gradual,204,0,0,4,0.0
gradual,204,0,1,2,0.5058817018547245
gradual,204,0,1,3,0.5073893126857697
gradual,204,0,1,4,0.0
gradual,204,0,2,3,0.5272290229992804
gradual,204,0,2,4,0.48074274278200635
gradual,204,0,3,4,0.3615618230516569
gradual,204,1,0,1,0.3263199279417599
gradual,204,1,0,2,0.5115921704229454
gradual,204,1,0,3,0.0
gradual,204,1,0,4,0.0
gradual,204,1,1,2,0.6155002035577771
gradual,204,1,1,3,0.6344380685377085
gradual,204,1,1,4,0.0
gradual,204,1,2,3,0.5870163609668162
gradual,204,1,2,4,0.5350875860977351
gradual,204,1,3,4,0.3842360989282843
gradual,204,2,0,1,0.3816735590026041
gradual,204,2,0,2,0.49041277871096434
gradual,204,2,0,3,0.0
gradual,204,2,0,4,0.0
gradual,204,2,1,2,0.5778104036230058
gradual,204,2,1,3,0.5747175043031321
gradual,204,2,1,4,0.0
gradual,204,2,2,3,0.48894986969054566
gradual,204,2,2,4,0.5853428280140694
gradual,204,2,3,4,0.3906355170015775
gradual,204,3,0,1,0.4084909313446593
gradual,204,3,0,2,0.5895962215110937
gradual,204,3,0,3,0.0
gradual,204,3,0,4,0.0
gradual,204,3,1,2,0.49048688593547407
gradual,204,3,1,3,0.5681148976734363
gradual,204,3,1,4,0.0
gradual,204,3,2,3,0.4646712787746545
gradual,204,3,2,4,0.5729702287339903
gradual,204,3,3,4,0.4497190146471468
gradual,204,4,0,1,0.38857337961957417
gradual,204,4,0,2,0.6397001542610488
gradual,204,4,0,3,0.0
gradual,204,4,0,4,0.0
gradual,204,4,1,2,0.47307306605779087
gradual,204,4,1,3,0.5955641527698026
gradual,204,4,1,4,0.0
gradual,204,4,2,3,0.45883802806178153
gradual,204,4,2,4,0.515647463277978
gradual,204,4,3,4,0.522303760572523
gradual,204,5,0,1,0.3412454734505166
gradual,204,5,0,2,0.7299185674064496
gradual,204,5,0,3,0.0
gradual,204,5,0,4,0.0
gradual,204,5,1,2,0.39689992404708563
gradual,204,5,1,3,0.6347592667345812
gradual,204,5,1,4,0.0
gradual,204,5,2,3,0.4248005827956435
gradual,204,5,2,4,0.3720234025835194
gradual,204,5,3,4,0.48083703885599366
gradual,204,6,0,1,0.3321380157863898
gradual,204,6,0,2,0.6921298423910991
gradual,204,6,0,3,0.0
gradual,204,6,0,4,0.0
gradual,204,6,1,2,0.4359028477823731
gradual,204,6,1,3,0.7447932264631527
gradual,204,6,1,4,0.0
gradual,204,6,2,3,0.42103460483501676
gradual,204,6,2,4,0.26158227903790954
gradual,204,6,3,4,0.35730669667805814
gradual,204,7,0,1,0.32725365395577694
gradual,204,7,0,2,0.6927084942925712
gradual,204,7,0,3,0.2513574101939806
gradual,204,7,0,4,0.0
gradual,204,7,1,2,0.41146531965397193
gradual,204,7,1,3,0.797192387049709
gradual,204,7,1,4,0.0
gradual,204,7,2,3,0.42225918245715455
gradual,204,7,2,4,0.0
gradual,204,7,3,4,0.32525170657907954
gradual,204,8,0,1,0.3270877399872488
gradual,204,8,0,2,0.7049959867205927
gradual,204,8,0,3,0.0
gradual,204,8,0,4,0.0
gradual,204,8,1,2,0.5073514625442785
gradual,204,8,1,3,0.7305870946799025
gradual,204,8,1,4,0.0
gradual,204,8,2,3,0.4972747538986131
gradual,204,8,2,4,0.2775541507554261
gradual,204,8,3,4,0.4179691395531676
gradual,204,9,0,1,0.311382195013328
gradual,204,9,0,2,0.6079452292906846
gradual,204,9,0,3,0.0
gradual,204,9,0,4,0.0
gradual,204,9,1,2,0.6205253677183631
gradual,204,9,1,3,0.692562207944662
gradual,204,9,1,4,0.0
gradual,204,9,2,3,0.5313571848552636
gradual,204,9,2,4,0.25836846738018204
gradual,204,9,3,4,0.36064711573032604
gradual,204,10,0,1,0.31408547369477624
gradual,204,10,0,2,0.6289568890455515
gradual,204,10,0,3,0.0
gradual,204,10,0,4,0.0
gradual,204,10,1,2,0.543302532533656
gradual,204,10,1,3,0.8086378474596709
gradual,204,10,1,4,0.0
gradual,204,10,2,3,0.5315086881707063
gradual,204,10,2,4,0.3193804466071105
gradual,204,10,3,4,0.0
gradual,204,11,0,1,0.0
gradual,204,11,0,2,0.6074769804082174
gradual,204,11,0,3,0.0
gradual,204,11,0,4,0.0
gradual,204,11,1,2,0.49517770705362724
gradual,204,11,1,3,0.9084417742819595
gradual,204,11,1,4,0.0
gradual,204,11,2,3,0.5089500546041035
gradual,204,11,2,4,0.3675925574282187
gradual,204,11,3,4,0.0
sudden,301,0,0,1,0.3100485105087172
sudden,301,0,0,2,0.49989670488475696
sudden,301,0,0,3,0.0
sudden,301,0,0,4,0.0
sudden,301,0,1,2,0.5058817018547245
